CollectorID,Title,Date Created
170687470,"Feb 2018 - Social Media, Work, Misc Web Link",02/26/2018 12:35:00 AM
170687521,Feb 2018 - Targeted Audience,02/26/2018 12:38:00 AM
175020213,"Oct 2018 - Work, Social Media, Misc",10/06/2018 12:10:00 PM
175020215,Oct 2018 - Targeted,10/06/2018 12:12:00 PM
175020238,Oct 2018 - MTurk,10/06/2018 12:50:00 PM
175027024,Oct 2018 - Targeted relaunch,10/09/2018 10:36:00 AM
