CollectorID,Title,Date Created
226270653,FB+Twitter,02/24/2019 05:43:00 PM
226271760,MTurk,02/24/2019 06:27:00 PM
226271827,LinkedIn,02/24/2019 06:30:00 PM
226272122,Target Audience 1,02/24/2019 06:40:00 PM
226531191,github-21,02/28/2019 11:11:00 AM
226537214,github-51,02/28/2019 12:19:00 PM
