CollectorID,Title,Date Created
233176282,Web Link 1,05/08/2019 12:44:00 AM
233176325,Target Audience 1,05/08/2019 12:45:00 AM
246137921,CW Network - Oct2019,09/10/2019 11:01:00 AM
246342431,Target Audience 2,09/13/2019 11:06:00 AM
252761849,January 2020,01/18/2020 02:04:00 PM
